,subSiteID,Scale,dateR,rich,rich_sd,div,div_sd,abund,AbundUnitsOrig,study_sub_site,studyName,Reference,Source,Collector,Sys,Loc,studySub,protist,coral,plant,algae,fish,inverts,mobile.inverts,sessile.inverts,marine.mammals,phytoplankton,zooplankton,mesh.size,mesh.size.units,Descriptor.of.Taxa.Sampled,Vis,Trwl,Line,Drdg,Trp,PltSz,PltSzUnits,PltN,SiAreaCalc,SiLinearExtentUnits,site,Event,Event_type,Lat,Long,A_priori,Year_of_Event,study_site
12,Barrett_Gov_mpa_S,gamma,1993-09-01,6.678,NA,NA,NA,NA,NA,Barrett-Barrett-Gov_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Gov_mpa,Yes,Fishing closure,-41.873,148.315,Yes,1991,Barrett-Gov_mpa
13,Barrett_Gov_mpa_S,gamma,1994-04-01,9.34,NA,NA,NA,NA,NA,Barrett-Barrett-Gov_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Gov_mpa,Yes,Fishing closure,-41.873,148.315,Yes,1991,Barrett-Gov_mpa
14,Barrett_Gov_mpa_S,gamma,1997-04-01,8.952,NA,NA,NA,NA,NA,Barrett-Barrett-Gov_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Gov_mpa,Yes,Fishing closure,-41.873,148.315,Yes,1991,Barrett-Gov_mpa
15,Barrett_Gov_mpa_S,gamma,1999-04-01,10.094,NA,NA,NA,NA,NA,Barrett-Barrett-Gov_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Gov_mpa,Yes,Fishing closure,-41.873,148.315,Yes,1991,Barrett-Gov_mpa
16,Barrett_Gov_mpa_S,gamma,2000-04-01,12.015,NA,NA,NA,NA,NA,Barrett-Barrett-Gov_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Gov_mpa,Yes,Fishing closure,-41.873,148.315,Yes,1991,Barrett-Gov_mpa
17,Barrett_Gov_mpa_S,gamma,2001-04-01,11.105,NA,NA,NA,NA,NA,Barrett-Barrett-Gov_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Gov_mpa,Yes,Fishing closure,-41.873,148.315,Yes,1991,Barrett-Gov_mpa
18,Barrett_Maria_fished_S,gamma,1992-04-01,15.303,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
19,Barrett_Maria_fished_S,gamma,1993-04-01,14.09,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
20,Barrett_Maria_fished_S,gamma,1994-04-01,13.984,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
21,Barrett_Maria_fished_S,gamma,1995-04-01,11.293,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
22,Barrett_Maria_fished_S,gamma,1996-04-01,14.565,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
23,Barrett_Maria_fished_S,gamma,1997-04-01,10.976,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
24,Barrett_Maria_fished_S,gamma,1998-04-01,11.821,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
25,Barrett_Maria_fished_S,gamma,1999-04-01,12.823,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
26,Barrett_Maria_fished_S,gamma,2000-04-01,12.982,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
27,Barrett_Maria_fished_S,gamma,2001-04-01,14.617,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
28,Barrett_Maria_fished_S,gamma,2002-04-01,13.826,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_fished,No,None,-42.61,148.035,No,1991,Barrett-Maria_fished
29,Barrett_Maria_mpa_S,gamma,1992-04-01,14.881,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
30,Barrett_Maria_mpa_S,gamma,1993-04-01,15.989,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
31,Barrett_Maria_mpa_S,gamma,1994-04-01,14.037,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
32,Barrett_Maria_mpa_S,gamma,1995-04-01,14.195,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
33,Barrett_Maria_mpa_S,gamma,1996-04-01,16.464,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
34,Barrett_Maria_mpa_S,gamma,1997-04-01,15.989,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
35,Barrett_Maria_mpa_S,gamma,1998-04-01,14.881,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
36,Barrett_Maria_mpa_S,gamma,1999-04-01,16.464,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
37,Barrett_Maria_mpa_S,gamma,2000-04-01,16.517,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
38,Barrett_Maria_mpa_S,gamma,2001-04-01,16.834,NA,NA,NA,NA,NA,Barrett-Barrett-Maria_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Maria_mpa,Yes,Fishing closure,-42.632,147.956,Yes,1991,Barrett-Maria_mpa
39,Barrett_Tinder_fished_S,gamma,1992-04-01,11.504,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
40,Barrett_Tinder_fished_S,gamma,1992-09-01,7.351,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
41,Barrett_Tinder_fished_S,gamma,1993-04-01,10.979,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
42,Barrett_Tinder_fished_S,gamma,1993-09-01,7.924,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
43,Barrett_Tinder_fished_S,gamma,1994-04-01,9.881,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
44,Barrett_Tinder_fished_S,gamma,1995-04-01,9.403,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
45,Barrett_Tinder_fished_S,gamma,1996-04-01,8.401,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
46,Barrett_Tinder_fished_S,gamma,1997-04-01,8.831,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
47,Barrett_Tinder_fished_S,gamma,1997-09-01,8.305,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
48,Barrett_Tinder_fished_S,gamma,1999-04-01,10.501,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
49,Barrett_Tinder_fished_S,gamma,1999-09-01,9.308,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
50,Barrett_Tinder_fished_S,gamma,2000-04-01,12.983,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
51,Barrett_Tinder_fished_S,gamma,2001-04-01,11.026,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
52,Barrett_Tinder_fished_S,gamma,2002-04-01,10.979,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_fished,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_fished,No,None,-43.049,147.35,No,1991,Barrett-Tinder_fished
53,Barrett_Tinder_mpa_S,gamma,1992-04-01,14.511,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
54,Barrett_Tinder_mpa_S,gamma,1992-09-01,12.601,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
55,Barrett_Tinder_mpa_S,gamma,1993-04-01,13.031,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
56,Barrett_Tinder_mpa_S,gamma,1993-09-01,11.599,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
57,Barrett_Tinder_mpa_S,gamma,1994-04-01,14.606,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
58,Barrett_Tinder_mpa_S,gamma,1995-04-01,14.033,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
59,Barrett_Tinder_mpa_S,gamma,1996-04-01,14.033,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
60,Barrett_Tinder_mpa_S,gamma,1997-04-01,11.981,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
61,Barrett_Tinder_mpa_S,gamma,1997-09-01,15.609,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
62,Barrett_Tinder_mpa_S,gamma,1999-04-01,15.084,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
63,Barrett_Tinder_mpa_S,gamma,1999-09-01,14.033,NA,NA,NA,NA,NA,Barrett-Barrett-Tinder_mpa,Barrett,"Barrett, 2007","Figure 5, 9, 12",ARW,rocky subtidal,Tasman Sea,Barrett,0,0,0,0,1,0,0,0,0,0,0,NA,NA,fish,1,0,0,0,0,500,m2,4,2000,km,Tinder_mpa,Yes,Fishing closure,-43.057,147.34,Yes,1991,Barrett-Tinder_mpa
