Study.ID,,,,,,,,,
67,Blue tang,Acanthurus coeruleus,B,10,17,17,37,40,
67,Bluehead,Thalassoma bifasciatum,B,92,52,80,212,228,
67,Bluestriped grunt,Haemulon sciurus,B,14,8,9,9,13,
67,Bridled goby,Coryphopterus glaucofraenum,B,22,2,23,12,64,
67,Bucktooth parrotfish,Sparisoma radians,B,38,3,8,16,26,
67,Butter hamlet,Hypoplectrus unicolor,B,NA,NA,1,NA,NA,
67,Caesar grunt,Haemulon carbonarium,B,1,NA,NA,NA,NA,
67,Cero,Scomberomorus regalis,B,1,NA,NA,NA,NA,
67,Clown wrasse,Halichoeres maculipinna,B,2,3,4,34,32,
67,Cocoa damselfish,Stegastes variabilis,B,55,28,56,34,99,
67,Colon goby,Coryphopterus dicrus,B,NA,NA,NA,NA,NA,
67,Common Name,Scientific name,B,NA,NA,NA,NA,NA,
67,Crevalle jack,Caranx hippos,B,NA,1,NA,NA,NA,
67,Damselfish species,Stegastes sp.,B,NA,NA,NA,NA,NA,
67,Dash goby,Ctenogobius saepepallens,B,NA,NA,NA,NA,NA,
67,Doctorfish,Acanthurus chirurgus,B,25,51,15,59,46,
67,Dusky damselfish,Stegastes adustus,B,21,20,20,27,65,
67,Dusky jawfish,Opistognathus whitehursti,B,NA,NA,3,NA,NA,
67,Flamefish,Apogon maculatus,B,NA,NA,NA,NA,NA,
67,French angelfish,Pomacanthus paru,B,4,7,NA,4,6,
67,French grunt,Haemulon flavolineatum,B,71,61,158,181,197,
67,Goldspot goby,Gnatholepis thompsoni,B,NA,NA,NA,NA,NA,
67,Gray angelfish,Pomacanthus arcuatus,B,8,8,7,6,8,
67,Gray snapper,Lutjanus griseus,B,18,28,9,8,4,
67,Gray triggerfish,Balistes capriscus,B,21,19,15,7,15,
67,Graysby,Cephalopholis cruentata,B,NA,NA,NA,1,NA,
67,Great barracuda,Sphyraena barracuda,B,NA,NA,NA,2,NA,
67,Greater amberjack,Seriola dumerili,B,3,3,NA,NA,NA,
67,Greater soapfish,Rypticus saponaceus,B,NA,NA,NA,1,1,
67,Green moray,Gymnothorax funebris,B,NA,NA,NA,1,NA,
67,Green razorfish,Xyrichtys splendens,B,NA,NA,NA,NA,NA,
67,Harlequin bass,Serranus tigrinus,B,NA,NA,NA,NA,NA,
67,Highhat,Pareques acuminatus,B,5,1,1,7,5,
67,Hogfish,Lachnolaimus maximus,B,NA,1,4,3,NA,
67,Hovering goby,Ptereleotris helenae,B,NA,NA,NA,NA,NA,
67,Inshore lizardfish,Synodus foetens,B,NA,NA,NA,NA,NA,
67,Juvenile grunts,Haemulon spp.,B,119,659,317,2097,386,
67,Lancer dragonet,Callionymus bairdi,B,NA,NA,NA,NA,NA,
67,Lane snapper,Lutjanus synagris,B,37,39,41,22,1,
67,Lantern bass,Serranus baldwini,B,NA,NA,NA,NA,NA,
67,Lizardfish species,Synodus sp.,B,NA,NA,NA,1,NA,
67,Longfin damselfish,Stegastes diencaeus,B,NA,NA,NA,NA,NA,
67,Mahogany snapper,Lutjanus mahogoni,B,NA,NA,1,NA,NA,
67,Masked goby,Coryphopterus personatus,B,NA,NA,1,6,51,
67,Midnight parrotfish,Scarus coelestinus,B,NA,NA,1,NA,NA,
67,Mottled mojarra,Eucinostomus lefroyi,B,NA,NA,NA,NA,NA,
67,Mutton snapper,Lutjanus analis,B,NA,NA,NA,NA,NA,
67,Neon goby,Elacatinus oceanops,B,NA,2,1,1,1,
67,Nurse shark,Ginglymostoma cirratum,B,NA,NA,NA,NA,NA,
67,Ocean surgeon,Acanthurus bahianus,B,81,50,54,95,184,
67,Parrotfish species,Scaridae spp.,B,NA,NA,NA,NA,7,
67,Peacock flounder,Bothus lunatus,B,NA,NA,NA,NA,NA,
67,Pinfish,Lagodon rhomboides,B,NA,2,1,2,3,
67,Planehead filefish,Stephanolepis hispidus,B,NA,NA,NA,NA,NA,
67,Porcupinefish,Diodon hystrix,B,NA,NA,NA,NA,NA,
67,Porgy species,Calamus spp.,B,NA,NA,NA,NA,NA,
67,Porkfish,Anisotremus virginicus,B,49,68,93,57,75,
67,Princess parrotfish,Scarus taeniopterus,B,NA,6,1,NA,NA,
67,Puddingwife,Halichoeres radiatus,B,NA,2,1,1,1,
67,Queen angelfish,Holacanthus ciliaris,B,1,5,3,8,10,
67,Rainbow parrotfish,Scarus guacamaia,B,NA,NA,2,1,8,
67,Razorfish species,Xyrichtys spp.,B,NA,NA,NA,NA,NA,
67,Red grouper,Epinephelus morio,B,NA,1,1,NA,NA,
67,Redband parrotfish,Sparisoma aurofrenatum,B,5,NA,16,19,9,
67,Redfin parrotfish,Sparisoma rubripinne,B,5,2,NA,3,4,
67,Reef butterflyfish,Chaetodon sedentarius,B,1,NA,NA,NA,1,
67,Reef croaker,Odontoscion dentex,B,10,NA,5,NA,1,
67,Rock beauty,Holacanthus tricolor,B,NA,NA,NA,1,NA,
67,Rosy blenny,Malacoctenus macropus,B,14,1,1,2,3,
67,Rosy razorfish,Xyrichtys martinicensis,B,NA,NA,NA,NA,NA,
67,Roughhead blenny,Acanthemblemaria aspera,B,6,3,NA,6,5,
67,Roughhead triplefin,Enneanectes boehlkei,B,NA,NA,1,NA,NA,
67,Saddled blenny,Malacoctenus triangulatus,B,NA,NA,NA,NA,NA,
67,Sailfin blenny,Emblemaria pandionis,B,NA,NA,NA,NA,1,
67,Sailorâ€™s choice,Haemulon parra,B,6,11,4,3,8,
67,Sand diver,Synodus intermedius,B,NA,NA,NA,NA,2,
67,Sand perch,Diplectrum formosum,B,11,NA,2,NA,NA,
67,Saucereye porgy,Calamus calamus,B,NA,NA,3,NA,NA,
67,Scamp,Mycteroperca phenax,B,NA,1,NA,2,5,
67,Schoolmaster,Lutjanus apodus,B,NA,NA,1,NA,NA,
67,Scrawled cowfish,Acanthostracion quadricornis,B,NA,1,1,3,3,
67,Sea bream,Archosargus rhomboidalis,B,31,9,4,2,5,
67,Seaweed blenny,Parablennius marmoreus,B,14,3,10,5,6,
67,Seminole goby,Microgobius carri,B,NA,2,NA,NA,NA,
67,Sergeant major,Abudefduf saxatilis,B,50,14,60,25,20,
67,Sharpnose puffer,Canthigaster rostrata,B,NA,10,6,17,31,
67,Silver porgy,Diplodus argenteus,B,1,NA,5,NA,NA,
67,Slender filefish,Monacanthus tuckeri,B,NA,NA,NA,NA,NA,
67,Slender mojarra,Eucinostomus jonesii,B,5,15,NA,3,NA,
67,Slippery dick,Halichoeres bivittatus,B,170,75,144,116,145,
67,Smallmouth grunt,Haemulon chrysargyreum,B,NA,NA,NA,9,1,
67,Smooth trunkfish,Rhinesomus triqueter,B,1,NA,3,3,3,
67,Southern stingray,Dasyatis americana,B,NA,2,NA,NA,NA,
67,Spanish grunt,Haemulon macrostomum,B,1,NA,2,2,1,
67,Spanish hogfish,Bodianus rufus,B,1,NA,3,NA,NA,
67,Spanish mackerel,Scomberomorus maculatus,B,NA,NA,NA,1,NA,
67,Spotfin butterflyfish,Chaetodon ocellatus,B,1,NA,NA,NA,2,
67,Spottail pinfish,Diplodus holbrookii,B,NA,4,NA,NA,2,
67,Spotted goatfish,Pseudupeneus maculatus,B,2,2,NA,NA,5,
67,Spotted scorpionfish,Scorpaena plumieri,B,NA,1,NA,NA,1,
67,Spotted trunkfish,Rhinesomus bicaudalis,B,NA,NA,NA,NA,1,
67,Squirrelfish,Holocentrus adscensionis,B,NA,1,NA,NA,1,
67,Stoplight parrotfish,Sparisoma viride,B,6,4,26,17,25,
67,Striped grunt,Haemulon striatum,B,NA,NA,NA,1,NA,
67,Striped parrotfish,Scarus iseri,B,9,2,16,15,13,
67,Tarpon,Megalops atlanticus,B,NA,2,NA,NA,NA,
67,Threespot damselfish,Stegastes planifrons,B,NA,1,5,2,NA,
67,Tiger goby,Elacatinus macrodon,B,NA,1,1,2,5,
67,Tomtate,Haemulon aurolineatum,B,469,242,96,843,13,
67,Twospot cardinalfish,Apogon pseudomaculatus,B,1,NA,NA,NA,NA,
67,White grunt,Haemulon plumierii,B,49,53,55,41,24,
67,White margate,Haemulon album,B,NA,1,NA,NA,2,
67,Yellow goatfish,Mulloidichthys martinicus,B,3,NA,NA,5,1,
67,Yellow jack,Carangoides bartholomaei,B,6,3,NA,3,1,
67,Yellow stingray,Urobatis jamaicensis,B,NA,1,NA,NA,NA,
67,Yellowfin mojarra,Gerres cinereus,B,50,7,14,75,70,
67,Yellowtail damselfish,Microspathodon chrysurus,B,NA,NA,NA,5,NA,
67,Yellowtail snapper,Ocyurus chrysurus,B,6,5,4,9,7,
67,Common Name,Scientific name,site,2004,2005,2006,2007,2008,
67,Atlantic spadefish,Chaetodipterus faber,N,NA,NA,NA,NA,NA,
67,Balloonfish,Diodon holocanthus,N,1,3,1,NA,4,
67,Banded blenny,Paraclinus fasciatus,N,NA,NA,NA,NA,NA,
67,Bandtail puffer,Sphoeroides spengleri,N,NA,2,1,1,1,
67,Bar jack,Carangoides ruber,N,NA,NA,NA,2,NA,
67,Beaugregory,Stegastes leucostictus,N,40,11,30,28,21,
67,Bermuda chub,Kyphosus sectatrix,N,5,NA,NA,2,NA,
67,Bicolor damselfish,Stegastes partitus,N,1,1,NA,10,6,
67,Black margate,Anisotremus surinamensis,N,NA,NA,NA,NA,NA,
67,Blackear wrasse,Halichoeres poeyi,N,NA,1,1,28,7,
67,Blue angelfish,Holacanthus bermudensis,N,NA,1,NA,NA,NA,
67,Blue chromis,Chromis cyanea,N,NA,NA,NA,NA,NA,
67,Blue goby,Ptereleotris calliura,N,5,1,NA,1,7,
67,Blue runner,Caranx crysos,N,59,NA,NA,26,NA,
67,Blue tang,Acanthurus coeruleus,N,1,NA,NA,4,NA,
67,Bluehead,Thalassoma bifasciatum,N,8,7,7,43,7,
67,Bluestriped grunt,Haemulon sciurus,N,8,6,1,4,5,
67,Bridled goby,Coryphopterus glaucofraenum,N,51,9,22,46,13,
67,Bucktooth parrotfish,Sparisoma radians,N,58,24,11,54,38,
67,Butter hamlet,Hypoplectrus unicolor,N,NA,NA,NA,NA,NA,
67,Caesar grunt,Haemulon carbonarium,N,NA,NA,NA,NA,NA,
67,Cero,Scomberomorus regalis,N,NA,NA,NA,NA,NA,
67,Clown wrasse,Halichoeres maculipinna,N,1,1,11,23,7,
67,Cocoa damselfish,Stegastes variabilis,N,71,26,31,31,39,
67,Colon goby,Coryphopterus dicrus,N,2,NA,NA,NA,NA,
67,Common Name,Scientific name,N,2004,2005,2006,2007,2008,
67,Crevalle jack,Caranx hippos,N,NA,NA,NA,NA,NA,
67,Damselfish species,Stegastes sp.,N,NA,1,NA,NA,NA,
67,Dash goby,Ctenogobius saepepallens,N,2,2,NA,NA,NA,
67,Doctorfish,Acanthurus chirurgus,N,10,14,2,31,6,
67,Dusky damselfish,Stegastes adustus,N,6,4,7,22,15,
67,Dusky jawfish,Opistognathus whitehursti,N,NA,1,27,2,4,
67,Flamefish,Apogon maculatus,N,1,NA,NA,NA,NA,
67,French angelfish,Pomacanthus paru,N,3,2,NA,4,2,
67,French grunt,Haemulon flavolineatum,N,36,6,5,32,4,
67,Goldspot goby,Gnatholepis thompsoni,N,NA,NA,NA,2,NA,
67,Gray angelfish,Pomacanthus arcuatus,N,NA,NA,1,NA,NA,
67,Gray snapper,Lutjanus griseus,N,3,1,NA,3,1,
67,Gray triggerfish,Balistes capriscus,N,6,10,6,3,6,
67,Graysby,Cephalopholis cruentata,N,NA,NA,NA,NA,NA,
67,Great barracuda,Sphyraena barracuda,N,NA,NA,NA,NA,NA,
67,Greater amberjack,Seriola dumerili,N,NA,NA,NA,NA,NA,
67,Greater soapfish,Rypticus saponaceus,N,NA,NA,NA,NA,NA,
67,Green moray,Gymnothorax funebris,N,NA,NA,1,NA,NA,
67,Green razorfish,Xyrichtys splendens,N,6,1,3,NA,NA,
67,Harlequin bass,Serranus tigrinus,N,NA,NA,NA,1,NA,
67,Highhat,Pareques acuminatus,N,5,11,4,14,13,
67,Hogfish,Lachnolaimus maximus,N,NA,NA,NA,NA,NA,
67,Hovering goby,Ptereleotris helenae,N,NA,NA,NA,NA,2,
67,Inshore lizardfish,Synodus foetens,N,NA,NA,NA,1,NA,
67,Juvenile grunts,Haemulon spp.,N,201,364,147,1314,437,
67,Lancer dragonet,Callionymus bairdi,N,NA,NA,2,NA,NA,
67,Lane snapper,Lutjanus synagris,N,150,127,71,65,16,
67,Lantern bass,Serranus baldwini,N,NA,NA,NA,1,1,
67,Lizardfish species,Synodus sp.,N,NA,NA,NA,NA,NA,
67,Longfin damselfish,Stegastes diencaeus,N,NA,5,1,4,NA,
67,Mahogany snapper,Lutjanus mahogoni,N,NA,NA,NA,NA,NA,
67,Masked goby,Coryphopterus personatus,N,NA,NA,NA,NA,NA,
67,Midnight parrotfish,Scarus coelestinus,N,NA,NA,NA,NA,NA,
67,Mottled mojarra,Eucinostomus lefroyi,N,1,NA,NA,NA,NA,
67,Mutton snapper,Lutjanus analis,N,NA,NA,NA,2,1,
67,Neon goby,Elacatinus oceanops,N,NA,NA,2,NA,NA,
67,Nurse shark,Ginglymostoma cirratum,N,NA,NA,1,NA,NA,
67,Ocean surgeon,Acanthurus bahianus,N,4,22,2,29,24,
67,Parrotfish species,Scaridae spp.,N,NA,NA,NA,NA,NA,
67,Peacock flounder,Bothus lunatus,N,NA,1,1,NA,NA,
67,Pinfish,Lagodon rhomboides,N,NA,NA,NA,NA,NA,
67,Planehead filefish,Stephanolepis hispidus,N,1,NA,NA,NA,NA,
67,Porcupinefish,Diodon hystrix,N,NA,NA,1,NA,NA,
67,Porgy species,Calamus spp.,N,NA,1,NA,NA,NA,
67,Porkfish,Anisotremus virginicus,N,6,12,3,9,2,
67,Princess parrotfish,Scarus taeniopterus,N,NA,NA,NA,1,NA,
67,Puddingwife,Halichoeres radiatus,N,NA,NA,NA,NA,NA,
67,Queen angelfish,Holacanthus ciliaris,N,NA,NA,NA,1,1,
67,Rainbow parrotfish,Scarus guacamaia,N,NA,NA,NA,NA,NA,
67,Razorfish species,Xyrichtys spp.,N,NA,NA,2,NA,NA,
67,Red grouper,Epinephelus morio,N,NA,NA,NA,1,NA,
67,Redband parrotfish,Sparisoma aurofrenatum,N,14,NA,6,18,6,
67,Redfin parrotfish,Sparisoma rubripinne,N,2,NA,NA,1,NA,
67,Reef butterflyfish,Chaetodon sedentarius,N,1,NA,NA,NA,NA,
67,Reef croaker,Odontoscion dentex,N,NA,NA,NA,NA,NA,
67,Rock beauty,Holacanthus tricolor,N,NA,NA,NA,2,NA,
67,Rosy blenny,Malacoctenus macropus,N,14,13,13,56,38,
67,Rosy razorfish,Xyrichtys martinicensis,N,1,NA,2,1,1,
67,Roughhead blenny,Acanthemblemaria aspera,N,NA,2,NA,NA,2,
67,Roughhead triplefin,Enneanectes boehlkei,N,NA,NA,1,NA,NA,
67,Saddled blenny,Malacoctenus triangulatus,N,NA,2,NA,2,2,
67,Sailfin blenny,Emblemaria pandionis,N,13,5,11,3,6,
67,Sailorâ€™s choice,Haemulon parra,N,30,1,6,NA,NA,
67,Sand diver,Synodus intermedius,N,NA,NA,NA,NA,NA,
67,Sand perch,Diplectrum formosum,N,61,33,6,10,2,
67,Saucereye porgy,Calamus calamus,N,NA,NA,NA,NA,NA,
67,Scamp,Mycteroperca phenax,N,NA,NA,NA,NA,NA,
67,Schoolmaster,Lutjanus apodus,N,NA,NA,NA,NA,NA,
67,Scrawled cowfish,Acanthostracion quadricornis,N,NA,NA,NA,NA,NA,
67,Sea bream,Archosargus rhomboidalis,N,NA,NA,NA,NA,NA,
67,Seaweed blenny,Parablennius marmoreus,N,7,13,7,19,16,
67,Seminole goby,Microgobius carri,N,NA,3,NA,NA,NA,
67,Sergeant major,Abudefduf saxatilis,N,34,21,63,33,14,
67,Sharpnose puffer,Canthigaster rostrata,N,NA,1,1,4,8,
67,Silver porgy,Diplodus argenteus,N,NA,NA,NA,NA,NA,
67,Slender filefish,Monacanthus tuckeri,N,NA,NA,NA,1,NA,
67,Slender mojarra,Eucinostomus jonesii,N,NA,NA,NA,3,NA,
67,Slippery dick,Halichoeres bivittatus,N,276,83,99,304,159,
67,Smallmouth grunt,Haemulon chrysargyreum,N,1,NA,NA,NA,NA,
67,Smooth trunkfish,Rhinesomus triqueter,N,NA,NA,1,NA,1,
67,Southern stingray,Dasyatis americana,N,NA,NA,NA,NA,NA,
67,Spanish grunt,Haemulon macrostomum,N,NA,NA,NA,NA,1,
67,Spanish hogfish,Bodianus rufus,N,NA,NA,NA,NA,NA,
67,Spanish mackerel,Scomberomorus maculatus,N,NA,NA,NA,NA,NA,
67,Spotfin butterflyfish,Chaetodon ocellatus,N,NA,1,NA,NA,2,
67,Spottail pinfish,Diplodus holbrookii,N,NA,NA,NA,NA,NA,
67,Spotted goatfish,Pseudupeneus maculatus,N,NA,NA,NA,2,7,
67,Spotted scorpionfish,Scorpaena plumieri,N,2,2,NA,1,NA,
67,Spotted trunkfish,Rhinesomus bicaudalis,N,NA,NA,NA,1,NA,
67,Squirrelfish,Holocentrus adscensionis,N,NA,NA,NA,NA,NA,
67,Stoplight parrotfish,Sparisoma viride,N,NA,1,NA,1,1,
67,Striped grunt,Haemulon striatum,N,NA,NA,13,NA,NA,
67,Striped parrotfish,Scarus iseri,N,9,NA,NA,9,4,
67,Tarpon,Megalops atlanticus,N,NA,4,NA,NA,NA,
67,Threespot damselfish,Stegastes planifrons,N,NA,NA,NA,NA,NA,
67,Tiger goby,Elacatinus macrodon,N,NA,1,NA,NA,NA,
67,Tomtate,Haemulon aurolineatum,N,160,1,55,17,NA,
67,Twospot cardinalfish,Apogon pseudomaculatus,N,NA,NA,NA,1,NA,
67,White grunt,Haemulon plumierii,N,17,12,19,15,10,
67,White margate,Haemulon album,N,NA,NA,NA,NA,NA,
67,Yellow goatfish,Mulloidichthys martinicus,N,NA,NA,NA,NA,NA,
67,Yellow jack,Carangoides bartholomaei,N,1,NA,NA,NA,NA,
67,Yellow stingray,Urobatis jamaicensis,N,2,1,1,2,2,
67,Yellowfin mojarra,Gerres cinereus,N,NA,NA,NA,1,7,
67,Yellowtail damselfish,Microspathodon chrysurus,N,NA,NA,NA,NA,NA,
67,Yellowtail snapper,Ocyurus chrysurus,N,12,39,4,22,11,
