,year,Genus,species,site,T = abundance
69,2004,Calamus,spp.,N,0
70,2004,Anisotremus,virginicus,N,6
71,2004,Scarus,taeniopterus,N,0
72,2004,Halichoeres,radiatus,N,0
73,2004,Holacanthus,ciliaris,N,0
74,2004,Scarus,guacamaia,N,0
75,2004,Xyrichtys,spp.,N,0
76,2004,Epinephelus,morio,N,0
77,2004,Sparisoma,rubripinne,N,2
78,2004,Sparisoma,aurofrenatum,N,14
79,2004,Chaetodon,sedentarius,N,1
80,2004,Odontoscion,dentex,N,0
81,2004,Holacanthus,tricolor,N,0
82,2004,Malacoctenus,macropus,N,14
83,2004,Xyrichtys,martinicensis,N,1
84,2004,Acanthemblemaria,aspera,N,0
85,2004,Enneanectes,boehlkei,N,0
86,2004,Malacoctenus,triangulatus,N,0
87,2004,Emblemaria,pandionis,N,13
88,2004,Haemulon,parra,N,30
89,2004,Synodus,intermedius,N,0
90,2004,Diplectrum,formosum,N,61
91,2004,Calamus,calamus,N,0
92,2004,Mycteroperca,phenax,N,0
93,2004,Lutjanus,apodus,N,0
94,2004,Acanthostracion,quadricornis,N,0
95,2004,Archosargus,rhomboidalis,N,0
96,2004,Parablennius,marmoreus,N,7
97,2004,Microgobius,carri,N,0
98,2004,Abudefduf,saxatilis,N,34
99,2004,Canthigaster,rostrata,N,0
100,2004,Diplodus,argenteus,N,0
101,2004,Monacanthus,tuckeri,N,0
102,2004,Eucinostomus,jonesii,N,0
103,2004,Halichoeres,bivittatus,N,276
104,2004,Haemulon,chrysargyreum,N,1
105,2004,Rhinesomus,triqueter,N,0
106,2004,Dasyatis,americana,N,0
107,2004,Haemulon,macrostomum,N,0
108,2004,Bodianus,rufus,N,0
109,2004,Scomberomorus,maculatus,N,0
110,2004,Chaetodon,ocellatus,N,0
111,2004,Diplodus,holbrookii,N,0
112,2004,Pseudupeneus,maculatus,N,0
113,2004,Scorpaena,plumieri,N,2
114,2004,Rhinesomus,bicaudalis,N,0
115,2004,Holocentrus,adscensionis,N,0
116,2004,Sparisoma,viride,N,0
117,2004,Haemulon,striatum,N,0
118,2004,Scarus,iseri,N,9
119,2004,Megalops,atlanticus,N,0
120,2004,Stegastes,planifrons,N,0
121,2004,Elacatinus,macrodon,N,0
122,2004,Haemulon,aurolineatum,N,160
123,2004,Apogon,pseudomaculatus,N,0
124,2004,Haemulon,plumierii,N,17
125,2004,Haemulon,album,N,0
126,2004,Mulloidichthys,martinicus,N,0
127,2004,Carangoides,bartholomaei,N,1
128,2004,Urobatis,jamaicensis,N,2
129,2004,Gerres,cinereus,N,0
130,2004,Microspathodon,chrysurus,N,0
131,2004,Ocyurus,chrysurus,N,12
132,2005,Chaetodipterus,faber,N,0
133,2005,Diodon,holocanthus,N,3
134,2005,Paraclinus,fasciatus,N,0
135,2005,Sphoeroides,spengleri,N,2
136,2005,Carangoides,ruber,N,0
137,2005,Stegastes,leucostictus,N,11
138,2005,Kyphosus,sectatrix,N,0
139,2005,Stegastes,partitus,N,1
140,2005,Anisotremus,surinamensis,N,0
141,2005,Halichoeres,poeyi,N,1
142,2005,Holacanthus,bermudensis,N,1
143,2005,Chromis,cyanea,N,0
144,2005,Ptereleotris,calliura,N,1
145,2005,Caranx,crysos,N,0
146,2005,Acanthurus,coeruleus,N,0
147,2005,Thalassoma,bifasciatum,N,7
148,2005,Haemulon,sciurus,N,6
149,2005,Coryphopterus,glaucofraenum,N,9
150,2005,Sparisoma,radians,N,24
151,2005,Hypoplectrus,unicolor,N,0
152,2005,Haemulon,carbonarium,N,0
153,2005,Scomberomorus,regalis,N,0
154,2005,Halichoeres,maculipinna,N,1
155,2005,Stegastes,variabilis,N,26
156,2005,Coryphopterus,dicrus,N,0
157,2005,Caranx,hippos,N,0
158,2005,Stegastes,sp.,N,1
159,2005,Ctenogobius,saepepallens,N,2
160,2005,Acanthurus,chirurgus,N,14
161,2005,Stegastes,adustus,N,4
162,2005,Opistognathus,whitehursti,N,1
163,2005,Apogon,maculatus,N,0
164,2005,Pomacanthus,paru,N,2
165,2005,Haemulon,<U+FB02>avolineatum,N,6
166,2005,Gnatholepis,thompsoni,N,0
167,2005,Pomacanthus,arcuatus,N,0
168,2005,Lutjanus,griseus,N,1
169,2005,Balistes,capriscus,N,10
170,2005,Cephalopholis,cruentata,N,0
171,2005,Sphyraena,barracuda,N,0
172,2005,Seriola,dumerili,N,0
173,2005,Rypticus,saponaceus,N,0
174,2005,Gymnothorax,funebris,N,0
175,2005,Xyrichtys,splendens,N,1
176,2005,Serranus,tigrinus,N,0
177,2005,Pareques,acuminatus,N,11
178,2005,Lachnolaimus,maximus,N,0
179,2005,Ptereleotris,helenae,N,0
180,2005,Synodus,foetens,N,0
181,2005,Haemulon,spp.,N,364
182,2005,Callionymus,bairdi,N,0
183,2005,Lutjanus,synagris,N,127
184,2005,Serranus,baldwini,N,0
185,2005,Synodus,spp.,N,0
186,2005,Stegastes,diencaeus,N,5
187,2005,Lutjanus,mahogoni,N,0
188,2005,Coryphopterus,personatus,N,0
189,2005,Scarus,coelestinus,N,0
190,2005,Eucinostomus,lefroyi,N,0
191,2005,Lutjanus,analis,N,0
192,2005,Elacatinus,oceanops,N,0
193,2005,Ginglymostoma,cirratum,N,0
194,2005,Acanthurus,bahianus,N,22
195,2005,Scaridae,spp.,N,0
196,2005,Bothus,lunatus,N,1
197,2005,Lagodon,rhomboides,N,0
198,2005,Stephanolepis,hispidus,N,0
199,2005,Diodon,hystrix,N,0
200,2005,Calamus,spp.,N,1
201,2005,Anisotremus,virginicus,N,12
202,2005,Scarus,taeniopterus,N,0
203,2005,Halichoeres,radiatus,N,0
204,2005,Holacanthus,ciliaris,N,0
205,2005,Scarus,guacamaia,N,0
206,2005,Xyrichtys,spp.,N,0
207,2005,Epinephelus,morio,N,0
208,2005,Sparisoma,rubripinne,N,0
209,2005,Sparisoma,aurofrenatum,N,0
210,2005,Chaetodon,sedentarius,N,0
211,2005,Odontoscion,dentex,N,0
212,2005,Holacanthus,tricolor,N,0
213,2005,Malacoctenus,macropus,N,13
214,2005,Xyrichtys,martinicensis,N,0
215,2005,Acanthemblemaria,aspera,N,2
216,2005,Enneanectes,boehlkei,N,0
217,2005,Malacoctenus,triangulatus,N,2
218,2005,Emblemaria,pandionis,N,5
219,2005,Haemulon,parra,N,1
220,2005,Synodus,intermedius,N,0
221,2005,Diplectrum,formosum,N,33
222,2005,Calamus,calamus,N,0
223,2005,Mycteroperca,phenax,N,0
224,2005,Lutjanus,apodus,N,0
225,2005,Acanthostracion,quadricornis,N,0
226,2005,Archosargus,rhomboidalis,N,0
227,2005,Parablennius,marmoreus,N,13
228,2005,Microgobius,carri,N,3
229,2005,Abudefduf,saxatilis,N,21
230,2005,Canthigaster,rostrata,N,1
231,2005,Diplodus,argenteus,N,0
232,2005,Monacanthus,tuckeri,N,0
233,2005,Eucinostomus,jonesii,N,0
234,2005,Halichoeres,bivittatus,N,83
235,2005,Haemulon,chrysargyreum,N,0
236,2005,Rhinesomus,triqueter,N,0
237,2005,Dasyatis,americana,N,0
238,2005,Haemulon,macrostomum,N,0
239,2005,Bodianus,rufus,N,0
240,2005,Scomberomorus,maculatus,N,0
241,2005,Chaetodon,ocellatus,N,1
242,2005,Diplodus,holbrookii,N,0
243,2005,Pseudupeneus,maculatus,N,0
244,2005,Scorpaena,plumieri,N,2
245,2005,Rhinesomus,bicaudalis,N,0
246,2005,Holocentrus,adscensionis,N,0
247,2005,Sparisoma,viride,N,1
248,2005,Haemulon,striatum,N,0
249,2005,Scarus,iseri,N,0
250,2005,Megalops,atlanticus,N,4
251,2005,Stegastes,planifrons,N,0
252,2005,Elacatinus,macrodon,N,1
253,2005,Haemulon,aurolineatum,N,1
254,2005,Apogon,pseudomaculatus,N,0
255,2005,Haemulon,plumierii,N,12
256,2005,Haemulon,album,N,0
257,2005,Mulloidichthys,martinicus,N,0
258,2005,Carangoides,bartholomaei,N,0
259,2005,Urobatis,jamaicensis,N,1
260,2005,Gerres,cinereus,N,0
261,2005,Microspathodon,chrysurus,N,0
262,2005,Ocyurus,chrysurus,N,39
263,2006,Chaetodipterus,faber,N,0
264,2006,Diodon,holocanthus,N,1
265,2006,Paraclinus,fasciatus,N,0
266,2006,Sphoeroides,spengleri,N,1
267,2006,Carangoides,ruber,N,0
268,2006,Stegastes,leucostictus,N,30
269,2006,Kyphosus,sectatrix,N,0
270,2006,Stegastes,partitus,N,0
271,2006,Anisotremus,surinamensis,N,0
272,2006,Halichoeres,poeyi,N,1
273,2006,Holacanthus,bermudensis,N,0
274,2006,Chromis,cyanea,N,0
275,2006,Ptereleotris,calliura,N,0
276,2006,Caranx,crysos,N,0
277,2006,Acanthurus,coeruleus,N,0
278,2006,Thalassoma,bifasciatum,N,7
279,2006,Haemulon,sciurus,N,1
280,2006,Coryphopterus,glaucofraenum,N,22
281,2006,Sparisoma,radians,N,11
282,2006,Hypoplectrus,unicolor,N,0
283,2006,Haemulon,carbonarium,N,0
284,2006,Scomberomorus,regalis,N,0
285,2006,Halichoeres,maculipinna,N,11
286,2006,Stegastes,variabilis,N,31
287,2006,Coryphopterus,dicrus,N,0
288,2006,Caranx,hippos,N,0
289,2006,Stegastes,sp.,N,0
290,2006,Ctenogobius,saepepallens,N,0
291,2006,Acanthurus,chirurgus,N,2
292,2006,Stegastes,adustus,N,7
293,2006,Opistognathus,whitehursti,N,27
294,2006,Apogon,maculatus,N,0
295,2006,Pomacanthus,paru,N,0
296,2006,Haemulon,<U+FB02>avolineatum,N,5
297,2006,Gnatholepis,thompsoni,N,0
298,2006,Pomacanthus,arcuatus,N,1
299,2006,Lutjanus,griseus,N,0
300,2006,Balistes,capriscus,N,6
301,2006,Cephalopholis,cruentata,N,0
302,2006,Sphyraena,barracuda,N,0
303,2006,Seriola,dumerili,N,0
304,2006,Rypticus,saponaceus,N,0
305,2006,Gymnothorax,funebris,N,1
306,2006,Xyrichtys,splendens,N,3
307,2006,Serranus,tigrinus,N,0
308,2006,Pareques,acuminatus,N,4
309,2006,Lachnolaimus,maximus,N,0
310,2006,Ptereleotris,helenae,N,0
311,2006,Synodus,foetens,N,0
312,2006,Haemulon,spp.,N,147
313,2006,Callionymus,bairdi,N,2
314,2006,Lutjanus,synagris,N,71
315,2006,Serranus,baldwini,N,0
316,2006,Synodus,spp.,N,0
317,2006,Stegastes,diencaeus,N,1
318,2006,Lutjanus,mahogoni,N,0
319,2006,Coryphopterus,personatus,N,0
320,2006,Scarus,coelestinus,N,0
321,2006,Eucinostomus,lefroyi,N,0
322,2006,Lutjanus,analis,N,0
323,2006,Elacatinus,oceanops,N,2
324,2006,Ginglymostoma,cirratum,N,1
325,2006,Acanthurus,bahianus,N,2
326,2006,Scaridae,spp.,N,0
327,2006,Bothus,lunatus,N,1
328,2006,Lagodon,rhomboides,N,0
329,2006,Stephanolepis,hispidus,N,0
330,2006,Diodon,hystrix,N,1
331,2006,Calamus,spp.,N,0
332,2006,Anisotremus,virginicus,N,3
333,2006,Scarus,taeniopterus,N,0
334,2006,Halichoeres,radiatus,N,0
335,2006,Holacanthus,ciliaris,N,0
336,2006,Scarus,guacamaia,N,0
337,2006,Xyrichtys,spp.,N,2
338,2006,Epinephelus,morio,N,0
339,2006,Sparisoma,rubripinne,N,0
340,2006,Sparisoma,aurofrenatum,N,6
341,2006,Chaetodon,sedentarius,N,0
342,2006,Odontoscion,dentex,N,0
343,2006,Holacanthus,tricolor,N,0
344,2006,Malacoctenus,macropus,N,13
345,2006,Xyrichtys,martinicensis,N,2
346,2006,Acanthemblemaria,aspera,N,0
347,2006,Enneanectes,boehlkei,N,1
348,2006,Malacoctenus,triangulatus,N,0
349,2006,Emblemaria,pandionis,N,11
350,2006,Haemulon,parra,N,6
351,2006,Synodus,intermedius,N,0
352,2006,Diplectrum,formosum,N,6
353,2006,Calamus,calamus,N,0
354,2006,Mycteroperca,phenax,N,0
355,2006,Lutjanus,apodus,N,0
356,2006,Acanthostracion,quadricornis,N,0
357,2006,Archosargus,rhomboidalis,N,0
358,2006,Parablennius,marmoreus,N,7
359,2006,Microgobius,carri,N,0
360,2006,Abudefduf,saxatilis,N,63
361,2006,Canthigaster,rostrata,N,1
362,2006,Diplodus,argenteus,N,0
363,2006,Monacanthus,tuckeri,N,0
364,2006,Eucinostomus,jonesii,N,0
365,2006,Halichoeres,bivittatus,N,99
366,2006,Haemulon,chrysargyreum,N,0
367,2006,Rhinesomus,triqueter,N,1
368,2006,Dasyatis,americana,N,0
369,2006,Haemulon,macrostomum,N,0
370,2006,Bodianus,rufus,N,0
371,2006,Scomberomorus,maculatus,N,0
372,2006,Chaetodon,ocellatus,N,0
373,2006,Diplodus,holbrookii,N,0
374,2006,Pseudupeneus,maculatus,N,0
375,2006,Scorpaena,plumieri,N,0
376,2006,Rhinesomus,bicaudalis,N,0
377,2006,Holocentrus,adscensionis,N,0
378,2006,Sparisoma,viride,N,0
379,2006,Haemulon,striatum,N,13
380,2006,Scarus,iseri,N,0
381,2006,Megalops,atlanticus,N,0
382,2006,Stegastes,planifrons,N,0
383,2006,Elacatinus,macrodon,N,0
384,2006,Haemulon,aurolineatum,N,55
385,2006,Apogon,pseudomaculatus,N,0
386,2006,Haemulon,plumierii,N,19
387,2006,Haemulon,album,N,0
388,2006,Mulloidichthys,martinicus,N,0
389,2006,Carangoides,bartholomaei,N,0
390,2006,Urobatis,jamaicensis,N,1
391,2006,Gerres,cinereus,N,0
392,2006,Microspathodon,chrysurus,N,0
393,2006,Ocyurus,chrysurus,N,4
394,2007,Chaetodipterus,faber,N,0
395,2007,Diodon,holocanthus,N,0
396,2007,Paraclinus,fasciatus,N,0
397,2007,Sphoeroides,spengleri,N,1
398,2007,Carangoides,ruber,N,2
399,2007,Stegastes,leucostictus,N,28
400,2007,Kyphosus,sectatrix,N,2
401,2007,Stegastes,partitus,N,10
402,2007,Anisotremus,surinamensis,N,0
403,2007,Halichoeres,poeyi,N,28
404,2007,Holacanthus,bermudensis,N,0
405,2007,Chromis,cyanea,N,0
406,2007,Ptereleotris,calliura,N,1
407,2007,Caranx,crysos,N,26
408,2007,Acanthurus,coeruleus,N,4
409,2007,Thalassoma,bifasciatum,N,43
410,2007,Haemulon,sciurus,N,4
411,2007,Coryphopterus,glaucofraenum,N,46
412,2007,Sparisoma,radians,N,54
413,2007,Hypoplectrus,unicolor,N,0
414,2007,Haemulon,carbonarium,N,0
415,2007,Scomberomorus,regalis,N,0
416,2007,Halichoeres,maculipinna,N,23
417,2007,Stegastes,variabilis,N,31
418,2007,Coryphopterus,dicrus,N,0
419,2007,Caranx,hippos,N,0
420,2007,Stegastes,sp.,N,0
421,2007,Ctenogobius,saepepallens,N,0
422,2007,Acanthurus,chirurgus,N,31
423,2007,Stegastes,adustus,N,22
424,2007,Opistognathus,whitehursti,N,2
425,2007,Apogon,maculatus,N,0
426,2007,Pomacanthus,paru,N,4
427,2007,Haemulon,<U+FB02>avolineatum,N,32
428,2007,Gnatholepis,thompsoni,N,2
429,2007,Pomacanthus,arcuatus,N,0
430,2007,Lutjanus,griseus,N,3
431,2007,Balistes,capriscus,N,3
432,2007,Cephalopholis,cruentata,N,0
433,2007,Sphyraena,barracuda,N,0
434,2007,Seriola,dumerili,N,0
435,2007,Rypticus,saponaceus,N,0
436,2007,Gymnothorax,funebris,N,0
437,2007,Xyrichtys,splendens,N,0
438,2007,Serranus,tigrinus,N,1
439,2007,Pareques,acuminatus,N,14
440,2007,Lachnolaimus,maximus,N,0
441,2007,Ptereleotris,helenae,N,0
442,2007,Synodus,foetens,N,1
443,2007,Haemulon,spp.,N,1314
444,2007,Callionymus,bairdi,N,0
445,2007,Lutjanus,synagris,N,65
446,2007,Serranus,baldwini,N,1
447,2007,Synodus,spp.,N,0
448,2007,Stegastes,diencaeus,N,4
449,2007,Lutjanus,mahogoni,N,0
450,2007,Coryphopterus,personatus,N,0
451,2007,Scarus,coelestinus,N,0
452,2007,Eucinostomus,lefroyi,N,0
453,2007,Lutjanus,analis,N,2
454,2007,Elacatinus,oceanops,N,0
455,2007,Ginglymostoma,cirratum,N,0
456,2007,Acanthurus,bahianus,N,29
457,2007,Scaridae,spp.,N,0
458,2007,Bothus,lunatus,N,0
459,2007,Lagodon,rhomboides,N,0
460,2007,Stephanolepis,hispidus,N,0
461,2007,Diodon,hystrix,N,0
462,2007,Calamus,spp.,N,0
463,2007,Anisotremus,virginicus,N,9
464,2007,Scarus,taeniopterus,N,1
465,2007,Halichoeres,radiatus,N,0
466,2007,Holacanthus,ciliaris,N,1
467,2007,Scarus,guacamaia,N,0
468,2007,Xyrichtys,spp.,N,0
469,2007,Epinephelus,morio,N,1
470,2007,Sparisoma,rubripinne,N,1
471,2007,Sparisoma,aurofrenatum,N,18
472,2007,Chaetodon,sedentarius,N,0
473,2007,Odontoscion,dentex,N,0
474,2007,Holacanthus,tricolor,N,2
475,2007,Malacoctenus,macropus,N,56
476,2007,Xyrichtys,martinicensis,N,1
477,2007,Acanthemblemaria,aspera,N,0
478,2007,Enneanectes,boehlkei,N,0
479,2007,Malacoctenus,triangulatus,N,2
480,2007,Emblemaria,pandionis,N,3
481,2007,Haemulon,parra,N,0
482,2007,Synodus,intermedius,N,0
483,2007,Diplectrum,formosum,N,10
484,2007,Calamus,calamus,N,0
485,2007,Mycteroperca,phenax,N,0
486,2007,Lutjanus,apodus,N,0
487,2007,Acanthostracion,quadricornis,N,0
488,2007,Archosargus,rhomboidalis,N,0
489,2007,Parablennius,marmoreus,N,19
490,2007,Microgobius,carri,N,0
491,2007,Abudefduf,saxatilis,N,33
492,2007,Canthigaster,rostrata,N,4
493,2007,Diplodus,argenteus,N,0
494,2007,Monacanthus,tuckeri,N,1
495,2007,Eucinostomus,jonesii,N,3
496,2007,Halichoeres,bivittatus,N,304
497,2007,Haemulon,chrysargyreum,N,0
498,2007,Rhinesomus,triqueter,N,0
499,2007,Dasyatis,americana,N,0
500,2007,Haemulon,macrostomum,N,0
501,2007,Bodianus,rufus,N,0
502,2007,Scomberomorus,maculatus,N,0
503,2007,Chaetodon,ocellatus,N,0
504,2007,Diplodus,holbrookii,N,0
505,2007,Pseudupeneus,maculatus,N,2
506,2007,Scorpaena,plumieri,N,1
507,2007,Rhinesomus,bicaudalis,N,1
508,2007,Holocentrus,adscensionis,N,0
509,2007,Sparisoma,viride,N,1
510,2007,Haemulon,striatum,N,0
511,2007,Scarus,iseri,N,9
512,2007,Megalops,atlanticus,N,0
513,2007,Stegastes,planifrons,N,0
514,2007,Elacatinus,macrodon,N,0
515,2007,Haemulon,aurolineatum,N,17
516,2007,Apogon,pseudomaculatus,N,1
517,2007,Haemulon,plumierii,N,15
518,2007,Haemulon,album,N,0
519,2007,Mulloidichthys,martinicus,N,0
520,2007,Carangoides,bartholomaei,N,0
521,2007,Urobatis,jamaicensis,N,2
522,2007,Gerres,cinereus,N,1
523,2007,Microspathodon,chrysurus,N,0
524,2007,Ocyurus,chrysurus,N,22
525,2008,Chaetodipterus,faber,N,0
526,2008,Diodon,holocanthus,N,4
527,2008,Paraclinus,fasciatus,N,0
528,2008,Sphoeroides,spengleri,N,1
529,2008,Carangoides,ruber,N,0
530,2008,Stegastes,leucostictus,N,21
531,2008,Kyphosus,sectatrix,N,0
532,2008,Stegastes,partitus,N,6
533,2008,Anisotremus,surinamensis,N,0
534,2008,Halichoeres,poeyi,N,7
535,2008,Holacanthus,bermudensis,N,0
536,2008,Chromis,cyanea,N,0
537,2008,Ptereleotris,calliura,N,7
538,2008,Caranx,crysos,N,0
539,2008,Acanthurus,coeruleus,N,0
540,2008,Thalassoma,bifasciatum,N,7
541,2008,Haemulon,sciurus,N,5
542,2008,Coryphopterus,glaucofraenum,N,13
543,2008,Sparisoma,radians,N,38
544,2008,Hypoplectrus,unicolor,N,0
545,2008,Haemulon,carbonarium,N,0
546,2008,Scomberomorus,regalis,N,0
547,2008,Halichoeres,maculipinna,N,7
548,2008,Stegastes,variabilis,N,39
549,2008,Coryphopterus,dicrus,N,0
550,2008,Caranx,hippos,N,0
551,2008,Stegastes,sp.,N,0
552,2008,Ctenogobius,saepepallens,N,0
553,2008,Acanthurus,chirurgus,N,6
554,2008,Stegastes,adustus,N,15
555,2008,Opistognathus,whitehursti,N,4
556,2008,Apogon,maculatus,N,0
557,2008,Pomacanthus,paru,N,2
558,2008,Haemulon,<U+FB02>avolineatum,N,4
559,2008,Gnatholepis,thompsoni,N,0
560,2008,Pomacanthus,arcuatus,N,0
561,2008,Lutjanus,griseus,N,1
562,2008,Balistes,capriscus,N,6
563,2008,Cephalopholis,cruentata,N,0
564,2008,Sphyraena,barracuda,N,0
565,2008,Seriola,dumerili,N,0
566,2008,Rypticus,saponaceus,N,0
567,2008,Gymnothorax,funebris,N,0
568,2008,Xyrichtys,splendens,N,0
569,2008,Serranus,tigrinus,N,0
570,2008,Pareques,acuminatus,N,13
571,2008,Lachnolaimus,maximus,N,0
572,2008,Ptereleotris,helenae,N,2
573,2008,Synodus,foetens,N,0
574,2008,Haemulon,spp.,N,437
575,2008,Callionymus,bairdi,N,0
576,2008,Lutjanus,synagris,N,16
577,2008,Serranus,baldwini,N,1
578,2008,Synodus,spp.,N,0
579,2008,Stegastes,diencaeus,N,0
580,2008,Lutjanus,mahogoni,N,0
581,2008,Coryphopterus,personatus,N,0
582,2008,Scarus,coelestinus,N,0
583,2008,Eucinostomus,lefroyi,N,0
584,2008,Lutjanus,analis,N,1
585,2008,Elacatinus,oceanops,N,0
586,2008,Ginglymostoma,cirratum,N,0
587,2008,Acanthurus,bahianus,N,24
588,2008,Scaridae,spp.,N,0
589,2008,Bothus,lunatus,N,0
590,2008,Lagodon,rhomboides,N,0
591,2008,Stephanolepis,hispidus,N,0
592,2008,Diodon,hystrix,N,0
593,2008,Calamus,spp.,N,0
594,2008,Anisotremus,virginicus,N,2
595,2008,Scarus,taeniopterus,N,0
596,2008,Halichoeres,radiatus,N,0
597,2008,Holacanthus,ciliaris,N,1
598,2008,Scarus,guacamaia,N,0
599,2008,Xyrichtys,spp.,N,0
600,2008,Epinephelus,morio,N,0
601,2008,Sparisoma,rubripinne,N,0
602,2008,Sparisoma,aurofrenatum,N,6
603,2008,Chaetodon,sedentarius,N,0
604,2008,Odontoscion,dentex,N,0
605,2008,Holacanthus,tricolor,N,0
606,2008,Malacoctenus,macropus,N,38
607,2008,Xyrichtys,martinicensis,N,1
608,2008,Acanthemblemaria,aspera,N,2
609,2008,Enneanectes,boehlkei,N,0
610,2008,Malacoctenus,triangulatus,N,2
611,2008,Emblemaria,pandionis,N,6
612,2008,Haemulon,parra,N,0
613,2008,Synodus,intermedius,N,0
614,2008,Diplectrum,formosum,N,2
615,2008,Calamus,calamus,N,0
616,2008,Mycteroperca,phenax,N,0
617,2008,Lutjanus,apodus,N,0
618,2008,Acanthostracion,quadricornis,N,0
619,2008,Archosargus,rhomboidalis,N,0
620,2008,Parablennius,marmoreus,N,16
621,2008,Microgobius,carri,N,0
622,2008,Abudefduf,saxatilis,N,14
623,2008,Canthigaster,rostrata,N,8
624,2008,Diplodus,argenteus,N,0
625,2008,Monacanthus,tuckeri,N,0
626,2008,Eucinostomus,jonesii,N,0
627,2008,Halichoeres,bivittatus,N,159
628,2008,Haemulon,chrysargyreum,N,0
629,2008,Rhinesomus,triqueter,N,1
630,2008,Dasyatis,americana,N,0
631,2008,Haemulon,macrostomum,N,1
632,2008,Bodianus,rufus,N,0
633,2008,Scomberomorus,maculatus,N,0
634,2008,Chaetodon,ocellatus,N,2
635,2008,Diplodus,holbrookii,N,0
636,2008,Pseudupeneus,maculatus,N,7
637,2008,Scorpaena,plumieri,N,0
638,2008,Rhinesomus,bicaudalis,N,0
639,2008,Holocentrus,adscensionis,N,0
640,2008,Sparisoma,viride,N,1
641,2008,Haemulon,striatum,N,0
642,2008,Scarus,iseri,N,4
643,2008,Megalops,atlanticus,N,0
644,2008,Stegastes,planifrons,N,0
645,2008,Elacatinus,macrodon,N,0
646,2008,Haemulon,aurolineatum,N,0
647,2008,Apogon,pseudomaculatus,N,0
648,2008,Haemulon,plumierii,N,10
649,2008,Haemulon,album,N,0
650,2008,Mulloidichthys,martinicus,N,0
651,2008,Carangoides,bartholomaei,N,0
652,2008,Urobatis,jamaicensis,N,2
653,2008,Gerres,cinereus,N,7
654,2008,Microspathodon,chrysurus,N,0
655,2008,Ocyurus,chrysurus,N,11
