"QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","n1","n2","sub1","sub2","I1","I2","ind1_error","ind1_error_type","ind2_error","ind2_error_type","P1","P2","SiSz","SiSz..units.","PltSz","PltSz..units.","T1","T1m","SppR","SppR1.Error","SppR1.Error.Type","Shan","Shan1.Error","Shan1.Error.Type","Even","Even1.Error","Even1.Error.Type","Event.type.2","Expected.Change.Direction","Event.Notes","SppR.SD","Shan.SD","Even.SD","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","date1","date2","row_number","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","len","temporal_std_r","Duration"
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","PMS",5,5,NA,NA,2060,"2180",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",2005,"6",22,NA,NA,2.63,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",2005-01-01,2006-01-01,8,6,NA,NA,NA,0.241162056816888,NA,NA,NA,0.47,NA,NA,NA,0.164418265301427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0949157995752501,8
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","PMS",5,5,NA,NA,2060,"2180",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",2006,"6",28,NA,NA,3.1,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",2005-01-01,2006-01-01,8,6,NA,NA,NA,0.241162056816888,NA,NA,NA,0.47,NA,NA,NA,0.164418265301427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.949157995752499,8
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","PS",5,5,NA,NA,143,"1672",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",1998,"6",8,NA,NA,1.25,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",1998-01-01,2005-01-01,9,10,NA,NA,NA,0.810930216216329,NA,NA,NA,0.82,NA,NA,NA,0.504405055963068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.1263148458111,8
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","PS",5,5,NA,NA,1672,"579",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",2005,"6",18,NA,NA,2.07,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",2005-01-01,2006-01-01,10,3,NA,NA,NA,0.154150679827258,NA,NA,NA,0.19,NA,NA,NA,0.0878162060069168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.342791474812074,8
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","PS",5,5,NA,NA,1672,"579",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",2006,"6",21,NA,NA,2.26,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",2005-01-01,2006-01-01,10,3,NA,NA,NA,0.154150679827258,NA,NA,NA,0.19,NA,NA,NA,0.0878162060069168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.783523370999027,8
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","SA",5,5,NA,NA,4940,"4025",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",1998,"6",14,NA,NA,1.41,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",1998-01-01,2005-01-01,11,25,NA,NA,NA,1.02450431651439,NA,NA,NA,1.16,NA,NA,NA,0.600316194517052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.15470053837925,8
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","SA",5,5,NA,NA,4025,"3008",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",2005,"6",39,NA,NA,2.57,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",2005-01-01,2006-01-01,12,0,NA,NA,NA,0,NA,NA,NA,0.16,NA,NA,NA,0.0603957102897399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.577350269189626,8
NA,21,"Pinto et al. 2014","ARW",0,0,0,0,1,1,1,0,0,0,NA,NA,"not clear","estuarine mudflat",40.13,8.83,"Portugal","Yes","Sedimentaion",NA,NA,"Event disrupted communication between sites",0,0,0,1,0,"Methods","SA",5,5,NA,NA,4025,"3008",NA,NA,NA,NA,NA,NA,NA,NA,0.078,"m^2",2006,"6",39,NA,NA,2.73,NA,NA,NA,NA,NA,"Sedimentation","Negative","",NA,NA,NA,NA,NA,NA,0.078,"m^2","Coral",2005-01-01,2006-01-01,12,0,NA,NA,NA,0,NA,NA,NA,0.16,NA,NA,NA,0.0603957102897399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.577350269189626,8
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",22,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1935,"6",33.80597015,1.71641791,"SE",2.630970149,0.075,"SE",NA,NA,NA,"Multiple","Negative","",8.05071361550719,0.351781181986757,NA,NA,NA,NA,1,"m^2","Coral",1935-01-01,1990-01-01,13,-22.08955224,3.08531966850078,-4.49197182234361,0.124836508551009,-1.05964632019502,0.00359209957080102,-3.44134427134238,0.256713304759899,-0.879626865,0.00685,-2.30948902999342,0.0725686519556955,-0.406969571772327,0.00121201258140155,-2.37788875907071,0.0868428692940616,NA,NA,NA,NA,NA,NA,NA,NA,11,1.23757822007924,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",22,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1935,"6",33.80597015,1.71641791,"SE",2.630970149,0.075,"SE",NA,NA,NA,"Multiple","Negative","",8.05071361550719,0.351781181986757,NA,NA,NA,NA,1,"m^2","Coral",1935-01-01,1995-01-01,14,-28.955223881,3.61995989980842,-4.36661780650519,0.197866705649602,-1.9415048555387,0.0312169128673808,-4.08140233391212,0.26246867329242,-1.641268656,0.0212313488191891,-2.1257792489588,0.0968360552830445,-0.977704559660387,0.0167454536178484,-2.41488419298334,0.0931607211684494,NA,NA,NA,NA,NA,NA,NA,NA,11,1.23757822007924,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",22,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1935,"6",33.80597015,1.71641791,"SE",2.630970149,0.075,"SE",NA,NA,NA,"Multiple","Negative","",8.05071361550719,0.351781181986757,NA,NA,NA,NA,1,"m^2","Coral",1935-01-01,1997-01-01,15,-26.119402986,3.88728001680552,-3.88599439657311,0.220174425538576,-1.48116313729877,0.0185077305179988,-3.75373840274937,0.260645102062501,-1.045970149,0.01885,-1.9066412286265,0.112007711618772,-0.506768248788454,0.00607688372723377,-1.99482178150376,0.114066583691212,NA,NA,NA,NA,NA,NA,NA,NA,11,1.23757822007924,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",22,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1935,"6",33.80597015,1.71641791,"SE",2.630970149,0.075,"SE",NA,NA,NA,"Multiple","Negative","",8.05071361550719,0.351781181986757,NA,NA,NA,NA,1,"m^2","Coral",1935-01-01,1999-01-01,16,-23.28358209,3.61995989980842,-3.67459140601602,0.208620782645251,-1.16713223509857,0.00866407260512835,-3.51702876040079,0.264013682931072,-0.910671642,0.017725,-1.75058077410254,0.108254542698046,-0.424854829769101,0.00490125533157271,-1.81811451546477,0.109061856687328,NA,NA,NA,NA,NA,NA,NA,NA,11,1.23757822007924,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",120,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1990,"6",11.71641791,0.373134328,"SE",1.751343284,0.035,"SE",NA,NA,NA,"Multiple","Negative","",4.08748176850263,0.383405790253616,NA,NA,NA,NA,1,"m^2","Coral",1990-01-01,1995-01-01,17,-6.865671641,0.813098684771664,-1.46855340469143,0.034676418928718,-0.881858535343685,0.0296532931500351,-1.36154497903086,0.0417907480681961,-0.761641791,0.0168313488191891,-1.31649730385481,0.0334308778952656,-0.570734987888059,0.0163322143036993,-1.11353790882797,0.045689008186346,NA,NA,NA,NA,NA,NA,NA,NA,11,-0.494818462922514,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",120,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1990,"6",11.71641791,0.373134328,"SE",1.751343284,0.035,"SE",NA,NA,NA,"Multiple","Negative","",4.08748176850263,0.383405790253616,NA,NA,NA,NA,1,"m^2","Coral",1990-01-01,1997-01-01,18,-4.029850746,1.08041880176877,-0.914613591839359,0.0433613250758772,-0.421516817103757,0.0169441108006532,-0.837096699891891,0.0530846350014567,-0.166343284,0.01445,-0.370127093720769,0.0410450205829265,-0.0997986770161267,0.00566364441308468,-0.313622015492797,0.053876736978276,NA,NA,NA,NA,NA,NA,NA,NA,11,-0.494818462922514,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",120,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1990,"6",11.71641791,0.373134328,"SE",1.751343284,0.035,"SE",NA,NA,NA,"Multiple","Negative","",4.08748176850263,0.383405790253616,NA,NA,NA,NA,1,"m^2","Coral",1990-01-01,1999-01-01,19,-1.19402985,0.813098684771664,-0.284834246601623,0.0419371018267904,-0.107485914903554,0.00710045288778271,-0.276482364941523,0.0453609223852968,-0.031044777,0.013325,-0.0709863026103711,0.0416834635171943,-0.0178852579967735,0.00448801601742361,-0.0611656610402928,0.0534188595968587,NA,NA,NA,NA,NA,NA,NA,NA,11,-0.494818462922514,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",50,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1995,"6",4.850746269,0.820895522,"SE",0.989701493,0.124925373,"SE",NA,NA,NA,"Multiple","Negative","",5.80460790251871,0.883355783905588,NA,NA,NA,NA,1,"m^2","Coral",1995-01-01,1997-01-01,20,2.835820895,1.61505903307641,0.496698524048834,0.0537809621938592,0.460341718239928,0.0445689240972329,0.500971110620088,0.0534166109124345,0.595298507,0.0288313488191891,0.737216196307409,0.0556129269858696,0.470936310871933,0.0211970854495315,0.764301615793305,0.0524232552077827,NA,NA,NA,NA,NA,NA,NA,NA,11,-1.0332660805211,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",50,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1995,"6",4.850746269,0.820895522,"SE",0.989701493,0.124925373,"SE",NA,NA,NA,"Multiple","Negative","",5.80460790251871,0.883355783905588,NA,NA,NA,NA,1,"m^2","Coral",1995-01-01,1999-01-01,21,5.671641791,1.3477389160793,1.04878681924623,0.0602080445347372,0.774372620440131,0.0347252661843624,1.08187968402247,0.0577445858110804,0.730597014,0.0277063488191891,0.915103093010773,0.0585671687760701,0.552849729891286,0.0200214570538704,0.956968252552775,0.0546282012890595,NA,NA,NA,NA,NA,NA,NA,NA,11,-1.0332660805211,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1997,"6",7.686567164,0.970149254,"SE",1.585,0.115,"SE",NA,NA,NA,"Multiple","Negative","",5.40156244304733,0.640292901725453,NA,NA,NA,NA,1,"m^2","Coral",1997-01-01,1999-01-01,22,2.835820896,1.61505903307641,0.562484698528957,0.06818475060421,0.314030902200202,0.0220160838349805,0.563348823646226,0.0685833736454045,0.135298507,0.025325,0.214742423472096,0.0659693839842055,0.0819134190193532,0.00935288716325583,0.214852990438153,0.0664083759359917,NA,NA,NA,NA,NA,NA,NA,NA,11,-0.810863803702248,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Southern",31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1999,"6",10.52238806,0.820895522,"SE",1.720298507,0.11,"SE",NA,NA,NA,"Multiple","Negative","",4.49622994754378,0.602494813255683,NA,NA,NA,NA,1,"m^2","Coral",1997-01-01,1999-01-01,22,2.835820896,1.61505903307641,0.562484698528957,0.06818475060421,0.314030902200202,0.0220160838349805,0.563348823646226,0.0685833736454045,0.135298507,0.025325,0.214742423472096,0.0659693839842055,0.0819134190193532,0.00935288716325583,0.214852990438153,0.0664083759359917,NA,NA,NA,NA,NA,NA,NA,NA,11,-0.588461526804966,64
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Nothern",44,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1935,"6",30.29850746,1.044776119,"SE",1.977238806,0.07,"SE",NA,NA,NA,"Multiple","Negative","",6.93026075329341,0.464327470649756,NA,NA,NA,NA,1,"m^2","Coral",1935-01-01,1988-01-01,23,-17.23880597,2.89596792050345,-2.48671254533963,0.107536977677632,-0.841567185783834,0.0117686524808213,-2.4977356519026,0.111572704714078,-0.615,0.020525,-1.15268749268105,0.072355449943094,-0.372571801843224,0.00967339366390229,-1.10449248941767,0.0807375742802428,NA,NA,NA,NA,NA,NA,NA,NA,11,1.23997169876101,69
NA,441,"Pranovi et al 2008","MH",0,0,0,0,1,1,1,0,0,0,NA,NA,"all benthic invertebrates","estuarine mudflat",43.4375,12.335,"Venice, Italy","Yes","Multiple events, natural and artificial",NA,NA,NA,0,0,0,1,0,"Fig 3,5","Nothern",44,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1935,"6",30.29850746,1.044776119,"SE",1.977238806,0.07,"SE",NA,NA,NA,"Multiple","Negative","",6.93026075329341,0.464327470649756,NA,NA,NA,NA,1,"m^2","Coral",1935-01-01,1990-01-01,24,-21.865671639,1.36444642406327,-3.981414216793,0.115603839228946,-1.27896534078833,0.00502647939420848,-3.8248482467297,0.143782940069359,-0.444701493,0.009125,-0.905736348758881,0.0433379698432811,-0.254776592673414,0.00305225573224459,-0.911457664092327,0.043148455698869,NA,NA,NA,NA,NA,NA,NA,NA,11,1.23997169876101,69
