"x","y","location_key","QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","PlotSize","SiteSize","SiteSizeUnits","PlotSizeUnits","id","taxa","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","rich_ROM_uw","rich_ROM_w","shan_ROM_uw","shan_ROM_w","rich_SMD_uw","rich_SMD_w","shan_SMD_uw","shan_SMD_w","Study.ID.y","Reference.y","Site.y","Shape","Source.y","Checked","Notes.y","mean_imps","raster_vel","raster_lin"
1.631205487,54.9684254,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,3.26663082838058,62.4462237303889,0.137664516371988
1.539066241,55.01615019,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,3.93322670459747,88.8810238229534,0.120543203674046
1.22372742,54.67960706,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,4.34362888336182,62.4462237303889,0.137664516371988
1.640371151,55.19405683,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,4.39041829109192,88.8810238229534,0.120543203674046
1.242586595,54.79832711,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,4.31722529729207,62.4462237303889,0.137664516371988
1.148875123,54.83655445,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,4.3666387796402,62.4462237303889,0.137664516371988
1.556349419,55.1277481,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,4.42953507105509,88.8810238229534,0.120543203674046
1.215266807,55.00979342,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,5.55208706855774,88.8810238229534,0.120543203674046
1.25822591,54.94555837,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,5.49543166160583,62.4462237303889,0.137664516371988
1.334646664,54.80048373,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,5.42539072036743,62.4462237303889,0.137664516371988
1.102696161,54.92930072,"126_All Sites","JD",126,"Sonnewald et al, 2011","JD",0,0,0,1,1,1,1,0,0,0,1,"cm^2","fishes, including small cryptic fish","nearshore subtidal",55.579469,-4.175858,"Doggers Bank, North Sea","No",NA,"No",NA,"Used data from Sonnewald and Turkay 2011 because the data was more complete, therefore the reference information has been changed to reflect this",0,1,0,0,0,"Figure 2","All Sites",NA,NA,37,"nmi",NA,NA,68524,NA,NA,"m","80","Mixed",1,37,NA,NA,NA,NA,1991,6,61.12871287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,NA,NA,NA,NA,2008,6,59.16831683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,-1.96039604,NA,NA,NA,-0.0325954782568424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,126,"Sonnewald et al, 2012","All Sites","point","Figure 1 - Sonnewald and Turkay 2011","Using google maps",NA,5.544082959493,62.4462237303889,0.137664516371988
