"QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","n1","n2","sub1","sub2","I1","I2","ind1_error","ind1_error_type","ind2_error","ind2_error_type","P1","P2","SiSz","SiSz..units.","PltSz","PltSz..units.","T1","T1m","SppR","SppR1.Error","SppR1.Error.Type","Shan","Shan1.Error","Shan1.Error.Type","Even","Even1.Error","Even1.Error.Type","Event.type.2","Expected.Change.Direction","Event.Notes","SppR.SD","Shan.SD","Even.SD","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","date1","date2","row_number","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","len","temporal_std_r","Duration"
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control1 50 *3 m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2006,"4",27.52650177,1.549722362,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",1.549722362,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2006-04-01,2007-04-01,494,-0.126198889999998,5.96593942099383,NA,NA,-0.00459517399084471,0.00791709364666251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.589858515805048,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control1 50 *3 m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2007,"4",27.40030288,1.887935386,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",1.887935386,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2006-04-01,2007-04-01,494,-0.126198889999998,5.96593942099383,NA,NA,-0.00459517399084471,0.00791709364666251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.564751030634558,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*9m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2005,"10",2.468450278,0,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",0,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2005-10-01,2006-10-01,495,1.539626451,0.604327685433455,NA,NA,0.484720971644199,0.0376184101137357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.889231373811109,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*9m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2006,"4",3.679959616,0.777385159,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",0.777385159,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2006-04-01,2007-04-01,496,2.221100455,1.04832353557523,NA,NA,0.47223022961567,0.0573760921513494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.193311168519506,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*9m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2007,"4",5.901060071,0.666330136,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",0.666330136,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2006-04-01,2007-04-01,496,2.221100455,1.04832353557523,NA,NA,0.47223022961567,0.0573760921513494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.08254254233061,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*3 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2005,"10",16.54719838,1.670873296,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",1.670873296,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2005-10-01,2006-10-01,497,-0.787481070000002,4.28413695811347,NA,NA,-0.048759658231882,0.0162046783359105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.00979365089217,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*3 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2006,"4",27.54669359,2.665320545,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",2.665320545,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2006-04-01,2007-04-01,498,-5.33568905,13.6024438115005,NA,NA,-0.215294647454954,0.0225345914016866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.989909801523424,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","Control2 50*3 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2007,"4",22.21100454,2.549217567,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",2.549217567,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2006-04-01,2007-04-01,498,-5.33568905,13.6024438115005,NA,NA,-0.215294647454954,0.0225345914016866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0198838493687452,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*9 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2005,"10",6.264512872,0.777385159,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",0.777385159,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2005-10-01,2006-10-01,499,-0.126198889,1.60331834825246,NA,NA,-0.0203507226061629,0.0419124561198306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.470163676042988,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*9 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2006,"4",5.81019687,0.888440182,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",0.888440182,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2006-04-01,2007-04-01,500,3.987884907,2.85908967217487,NA,NA,0.522572174505385,0.0449411231300921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.678268909663813,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*9 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2007,"4",9.798081777,1.43866734,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",1.43866734,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2006-04-01,2007-04-01,500,3.987884907,2.85908967217487,NA,NA,0.522572174505385,0.0449411231300921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.1484325857068,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*3 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2005,"10",21.33770823,2.115093387,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",2.115093387,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2005-10-01,2006-10-01,501,8.20797577,10.4675894982101,NA,NA,0.325461828706895,0.0166920589079196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.06926425041941,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*3 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2006,"4",31.88288743,4.548207976,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",4.548207976,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2006-04-01,2007-04-01,502,-4.01817264,20.68619579295,NA,NA,-0.134708236104164,0.0203500433800886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.912131094852361,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIBP 50*3 m transect",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"m^2",2007,"4",27.86471479,0,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",0,NA,NA,NA,NA,NA,150,"m^2","Mixed inverts",2006-04-01,2007-04-01,502,-4.01817264,20.68619579295,NA,NA,-0.134708236104164,0.0203500433800886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.157133155567046,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  ",1,0,0,0,0,"fig 3","WIB 50*9m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2005,"10",13.26602726,2.104997476,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",2.104997476,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2005-10-01,2006-10-01,503,6.09288238,25.2551944169779,NA,NA,0.37794633403607,0.0807436240919474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.02521790758584,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIB 50*9m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2006,"4",15.69914185,1.580010096,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",1.580010096,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2006-04-01,2007-04-01,504,-1.12064614,7.93538107236303,NA,NA,-0.0740585052642262,0.0357201674200118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.972713486995958,2
NA,363,"Svensson et al. 2009","TI",0,0,0,1,0,0,0,0,0,0,NA,NA,"fish greater than 15 cms in length","coral reef",12.655,109.396389,"Whale island resort, Vietnam","protection","Hotel managed marine reserve in 2001 (WIB) and another site in 2005 (WIBP)","Yes",NA,"protection in WIB was not successful for the 1st 2 years.  plot size is length* depth",1,0,0,0,0,"fig 3","WIB 50*9m transects",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"m^2",2007,"4",14.57849571,2.332155477,"SE",NA,NA,NA,NA,NA,NA,"MPA","Positive","",2.332155477,NA,NA,NA,NA,NA,450,"m^2","Mixed inverts",2006-04-01,2007-04-01,504,-1.12064614,7.93538107236303,NA,NA,-0.0740585052642262,0.0357201674200118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.0525044205898804,2
