QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event?,Event type,A priori?,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,291.6,1167.6,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,1996,,1997,,8,NA,NA,7,NA,NA,1.3719407,NA,NA,0.9196079,NA,NA,0.72432264,NA,NA,0.52917804,NA,NA,0.659764,NA,NA,0.472585,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,1167.6,214,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,1997,,1998,,7,NA,NA,7,NA,NA,0.9196079,NA,NA,1.0731674,NA,NA,0.52917804,NA,NA,0.61395406,NA,NA,0.472585,NA,NA,0.5514989,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,214,671.2,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,1998,,1999,,7,NA,NA,5,NA,NA,1.0731674,NA,NA,0.4236968,NA,NA,0.61395406,NA,NA,0.22101317,NA,NA,0.5514989,NA,NA,0.2632576,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,671.2,907.4,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,1999,,2000,,5,NA,NA,6,NA,NA,0.4236968,NA,NA,0.4661696,NA,NA,0.22101317,NA,NA,0.23022343,NA,NA,0.2632576,NA,NA,0.2601742,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,907.4,343.1,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,2000,,2001,,6,NA,NA,6,NA,NA,0.4661696,NA,NA,0.4905267,NA,NA,0.23022343,NA,NA,0.25145652,NA,NA,0.2601742,NA,NA,0.2737682,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,343.1,984,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,2001,,2002,,6,NA,NA,5,NA,NA,0.4905267,NA,NA,0.8065236,NA,NA,0.25145652,NA,NA,0.48207687,NA,NA,0.2737682,NA,NA,0.5011213,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,984,1112,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,2002,,2003,,5,NA,NA,8,NA,NA,0.8065236,NA,NA,0.9724727,NA,NA,0.48207687,NA,NA,0.52469122,NA,NA,0.5011213,NA,NA,0.4676605,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,1112,568.8,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,2003,,2004,,8,NA,NA,8,NA,NA,0.9724727,NA,NA,0.9989553,NA,NA,0.52469122,NA,NA,0.58017891,NA,NA,0.4676605,NA,NA,0.480396,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,0,568.8,1752.6,NA,NA,NA,NA,NA,NA,NA,NA,60,m^2,2004,,2005,,8,NA,NA,6,NA,NA,0.9989553,NA,NA,0.2080863,NA,NA,0.58017891,NA,NA,0.09801813,NA,NA,0.480396,NA,NA,0.1161352,NA,NA
,440,James et al 2008,JD,0,0,0,1,0,0,0,0,0,0,5,mm,marine-spawning estuarine fish,estuary,NA,NA,"East Kleinemonde Estuary, South Africa",No,NA,No,NA,"Fish were split into large and small seines. Between 6-10 samples per trip, twice a year.",0,1,0,0,0,Table 4,all - small seine,16,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
